-2.47148 -0.92167 2.43953 0.12666 1.57708 0.30347 2.25088 0.33532 1.46395 0.36767 1.25424 -0.09877 0.26620 -0.50048 -1.47517 -2.14099 -2.48294 -2.67854 -2.36855 -2.23995 -2.61074 -2.46419 -2.38638 -2.44518 -2.61170 -2.49684 -2.42731 -2.50219 -2.19385 -2.11956 -2.05744 -1.90904 -1.81349 -1.58608 -1.49114 -1.46725 -1.10533 -0.40814 0.19139 -0.00000 0.00000 -0.07540 -1.38457 -0.29655 0.78916 -0.63862 0.04502 0.65879 0.04354 -0.50442 0.15421 0.03467 0.21115 0.04157 1.08178 -0.14449 0.38516 -0.40063 0.77748 0.59709 -0.39276 1.41314 1.87966 1.63706 -1.80783
-2.85121 -1.24796 2.01900 0.07889 1.40827 0.43591 2.39371 -0.24337 1.63778 0.42772 0.74635 -0.50738 0.95743 -0.99786 -2.86093 -2.64645 -2.87445 -3.20728 -3.06938 -2.91043 -2.80098 -2.77045 -2.89169 -2.89032 -2.60067 -2.68621 -2.75803 -3.02215 -2.60432 -2.26199 -2.28548 -1.97971 -1.94001 -1.83558 -1.87461 -1.80474 -1.49099 -0.80229 -0.06199 -0.00000 0.00000 -1.12418 -0.04806 -0.97500 0.47087 0.55709 0.30003 -0.00071 -0.56251 0.30619 0.33131 0.26120 -0.91059 0.12469 2.00498 0.21901 0.06058 0.70434 -0.07934 -0.59597 0.38806 0.08543 2.11325 1.77704 -1.12421
-2.74133 -0.86795 2.65674 0.32532 1.99702 0.06383 2.25184 -0.39868 1.10380 0.21473 1.45598 -0.11479 0.97803 -1.04444 -1.45281 -2.60952 -2.63696 -2.68694 -2.94924 -2.86928 -3.41384 -2.90530 -2.78582 -3.03187 -2.87985 -2.85789 -2.91545 -3.01017 -2.56388 -2.48537 -2.46454 -2.36676 -2.25640 -2.20032 -2.03306 -1.85419 -1.66385 -0.91671 0.09119 -0.00000 0.00000 0.26621 -0.03793 -1.04751 0.57204 -1.13932 0.44895 1.14822 -0.70953 0.26425 -0.11450 -0.15924 0.23967 0.34033 1.16333 -0.10180 -0.37780 0.82052 -0.73680 1.02686 0.02363 0.96022 1.46398 2.62277 -1.21036
-2.65719 -0.42535 2.88380 0.29696 1.96573 -0.39532 2.06640 -0.06370 1.72847 0.24460 1.15270 -0.99206 -0.06897 -0.51888 -1.11962 -1.93455 -2.20254 -2.49839 -2.39269 -2.38326 -2.55661 -2.95102 -2.89883 -2.93117 -2.70092 -2.66397 -2.76181 -2.89774 -2.32835 -2.43072 -2.64761 -2.36727 -2.24659 -2.18343 -2.08461 -1.94186 -1.67873 -0.75848 0.09477 -0.00000 0.00000 0.18234 -1.47428 0.63335 -0.00552 -0.56910 -0.23094 -0.96221 0.66772 -0.26240 0.15379 0.41346 -0.70516 0.83242 1.02326 -1.11047 0.85418 -0.10583 0.18148 0.17360 0.15226 0.41283 2.00209 2.73792 -2.17258
-2.41291 -0.74900 2.81787 0.24097 1.48454 -0.40987 2.40535 0.08639 1.11191 -0.06536 0.68199 -1.14462 0.01030 -1.27378 -1.38507 -2.13688 -2.63265 -2.71429 -2.79762 -2.55719 -2.69237 -2.95067 -2.89835 -3.17595 -3.03530 -3.05418 -2.99859 -3.03573 -2.45227 -2.44371 -2.42537 -2.39379 -2.24224 -2.26253 -2.00242 -1.83238 -1.65633 -0.86698 0.02545 -0.00000 0.00000 -0.86145 -0.90089 0.41169 0.26583 0.45881 -1.46996 0.88256 -0.25571 -0.70079 0.61404 -0.54277 0.52616 -0.38471 1.48609 -0.69826 0.70766 -0.32799 -0.04523 -0.02995 0.87712 -0.00503 2.13967 2.21675 -1.11186
-2.54408 -0.78264 2.80641 0.24883 1.87770 0.01922 2.95426 0.10295 0.88583 0.00245 0.58877 -0.73492 0.87095 -0.80996 -1.53393 -2.25825 -2.72480 -2.61642 -3.40534 -2.67903 -2.83847 -2.70291 -2.87957 -3.01918 -3.07778 -2.94970 -3.13586 -3.01320 -2.56700 -2.43402 -2.33694 -2.34820 -2.47155 -2.24354 -2.09991 -1.87922 -1.57350 -0.79365 0.04762 -0.00000 0.00000 -1.21504 0.10965 -0.15810 0.31825 0.57080 -0.89973 0.15638 -0.53763 0.00989 -0.19463 0.02712 -0.14293 0.36387 1.74426 -0.36059 0.20583 -0.51585 -0.29401 0.33821 0.40325 1.08257 1.80911 2.13006 -1.44541
-2.84948 -0.78242 2.90715 0.15396 1.81610 -0.09822 2.60826 0.05529 1.44148 0.41473 1.26901 -0.57734 0.40841 -0.57395 -1.87026 -2.25337 -2.61958 -2.92942 -2.67893 -2.74853 -2.83752 -2.92264 -2.91326 -3.06661 -2.99306 -2.87334 -3.14935 -3.09183 -2.54569 -2.48293 -2.53597 -2.46860 -2.28882 -2.14760 -2.11761 -1.89934 -1.54655 -0.68202 0.09425 -0.00000 0.00000 -0.41890 -0.95320 -0.70005 0.99265 -0.54399 -0.14878 -0.49635 0.29793 -0.70275 0.23213 0.00784 -0.47199 0.32596 1.57719 -0.48219 0.17519 0.10265 0.10450 -0.21824 0.50195 1.48936 1.66885 2.49122 -2.68623
-2.62802 -0.74739 2.84727 0.22080 1.83913 -0.48457 2.28459 0.33102 2.00157 0.80199 1.43073 -0.31702 0.64258 -0.48155 -1.94908 -2.42010 -2.71511 -2.84629 -2.46523 -2.63695 -2.76261 -3.19631 -3.07555 -3.11368 -3.18643 -2.77101 -2.93917 -2.97134 -2.57697 -2.49563 -2.59608 -2.45601 -2.40680 -2.22398 -2.14683 -1.92115 -1.61579 -0.78671 0.06769 -0.00000 0.00000 -0.06270 -1.23563 0.37001 0.70367 -1.30530 -0.43470 0.54377 0.42814 -0.90423 0.84193 0.62481 -0.72978 0.06226 1.49546 -0.20000 -0.63713 0.35134 0.13843 -0.19467 0.50192 1.37450 2.01246 1.71702 -0.39798
-2.74016 -0.52639 2.92090 0.07857 1.97681 -0.37699 2.37759 0.16079 1.50591 0.79876 1.13253 -0.71804 0.53880 -0.43852 -1.46243 -2.18297 -2.45984 -2.52410 -2.51090 -2.55781 -2.52584 -2.89189 -2.94990 -2.98671 -2.73888 -2.79782 -2.95963 -2.97252 -2.54100 -2.41650 -2.58552 -2.50478 -2.43783 -2.37903 -2.11302 -1.86189 -1.54197 -0.72756 0.09558 -0.00000 0.00000 -0.23622 -0.47893 -0.59855 0.21897 0.53770 -0.58994 -0.72313 -0.03812 0.96717 -0.54267 0.25445 -0.41280 0.54148 1.12975 -0.28589 0.45146 -0.34200 -0.07206 0.07030 0.89021 0.64683 2.53205 1.91563 -1.13101
-2.64729 -1.32463 2.04874 -0.09511 1.70263 -0.48896 2.09914 -0.32502 0.95444 0.14473 0.83964 -0.98117 0.81618 -2.06672 -2.35929 -3.13260 -2.77361 -3.25231 -3.05663 -3.07375 -3.18941 -2.91025 -3.05560 -3.22412 -2.75000 -2.81535 -2.91021 -3.03965 -2.39102 -2.36649 -2.39499 -2.42445 -2.33229 -2.22277 -2.04684 -1.81315 -1.57988 -0.81034 0.13697 -0.00000 0.00000 0.27973 -0.47784 0.10821 1.21596 -0.16680 -0.26600 0.52609 -1.23319 0.56094 0.06636 0.33041 -0.19926 -0.22523 1.50749 -0.46018 0.05429 -0.73243 0.54703 0.03686 0.55844 0.88796 1.58467 2.35729 -1.01577
